"S.No.","Zone & Circle","Ward Name","Vehicle Number","Vehicle Type","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"1","1","23-Aheer Pada","M112   UP85AG0885_C","Primary - Auto Tipper","W23R2","365","365","0","100","14-02-2026","08:00 AM"
"2","1","64-Ghati Bahalray","RJ06GD1038","Primary - Auto Tipper","W64R1","246","246","0","100","14-02-2026","07:01 AM"
"3","2","56-Mandi Randas","M268 UP85ET 7848","Primary - Auto Tipper","W56R4","32","32","0","100","14-02-2026","08:04 AM"
"4","2","56-Mandi Randas","MR032-70145651","Primary - Wheel Barrow","W56WBR3","28","28","0","100","14-02-2026","07:51 AM"
"5","4","09-Gandhi Nagar","M278 UP85ET 7840","Primary - Auto Tipper","W9R1","1000","998","2","99","14-02-2026","07:53 AM"
"6","2","58-Gau Ghat","M111  UP85AG0882","Primary - Auto Tipper","W58R1","475","474","1","99","14-02-2026","08:10 AM"
"7","2","30-Krishna Nagar Second","M009 UP14PT7717","Primary - Auto Tipper","W30R1","430","429","1","99","14-02-2026","07:58 AM"
"8","3","29-Koyla Alipur","UP16RT3827","Primary - Euler Tipper","W29R1","172","171","1","99","14-02-2026","07:55 AM"
"9","1","53-Krishna Puri","MR044-70147541","Primary - Manual Rickshaw","W53MR1","150","149","1","99","14-02-2026","08:06 AM"
"10","1","23-Aheer Pada","M072   UP85AG0803","Primary - Auto Tipper","W23R1","435","432","3","99","14-02-2026","07:04 AM"
"11","1","65-Holi Gali","M271 UP85ET 7847_C","Primary - Auto Tipper","W65R4","144","143","1","99","14-02-2026","07:50 AM"
"12","4","08-Atas","M204 UP85AG0955","Primary - Auto Tipper","W8R1","276","274","2","99","14-02-2026","07:53 AM"
"13","1","02-Ambedkar Nagar","M223 UP85AG0959","Primary - Auto Tipper","W2R2(C)","388","385","3","99","14-02-2026","07:18 AM"
"14","1","19-Ramnagar Yamunapar","UP16RT3979","Primary - Euler Tipper","W19R2","519","513","6","98","14-02-2026","07:52 AM"
"15","2","12-Radhe Shyam Colony","MR013-70147533","Primary - Manual Rickshaw","W12MR1","156","154","2","98","14-02-2026","07:46 AM"
"16","4","51-Gaushala Nagar","M007 UP14PT7719_C","Primary - Auto Tipper","W51R2","1000","987","13","98","14-02-2026","06:55 AM"
"17","1","53-Krishna Puri","M055 UP85AG0891_C","Primary - Auto Tipper","W53R1","622","612","10","98","14-02-2026","07:08 AM"
"18","1","35-Bankhandi","MR045-70145206","Primary - Manual Rickshaw","W35MR1","242","238","4","98","14-02-2026","07:47 AM"
"19","1","07-Lohvan","M259 UP85ET 7852","Primary - Auto Tipper","W7R3","149","146","3","97","14-02-2026","09:54 AM"
"20","1","61-Chaubia Para","MR019-70148606","Primary - Wheel Barrow","W61WR2","91","89","2","97","14-02-2026","07:34 AM"
"21","3","27-Baad","M179 UP85AG0720_C","Primary - Auto Tipper","W27R1","895","874","21","97","14-02-2026","07:13 AM"
"22","3","41-Dhaulipiau","UP85FT 2574","Primary - Auto Tipper","W41R3","192","187","5","97","14-02-2026","07:24 AM"
"23","1","18-General ganj","M050 UP85AG0772_C","Primary - Auto Tipper","W18R2","224","218","6","97","14-02-2026","07:43 AM"
