"S.No.","Zone & Circle","Ward Name","Vehicle Number","Vehicle Type","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"1","2","54-Pratap Nagar","M087  UP85AG0785","Primary - Auto Tipper","W54R1","1000","1000","0","100","13-02-2026","08:44 AM"
"2","2","60-Jagannath Puri","UP16RT3853","Primary - Euler Tipper","W60R1","827","827","0","100","13-02-2026","07:47 AM"
"3","2","55-Govind Nagar","M017 UP14PT7724","Primary - Auto Tipper","W55R3","657","657","0","100","13-02-2026","06:58 AM"
"4","2","43-Ganeshra","UP16RT3834","Primary - Euler Tipper","W43R1","311","311","0","100","13-02-2026","07:46 AM"
"5","1","64-Ghati Bahalray","RJ06GD1038","Primary - Auto Tipper","W64R1","246","246","0","100","13-02-2026","06:58 AM"
"6","4","21-Chaitanya Bihar","M105   UP85AG0800","Primary - Auto Tipper","W21R3","217","217","0","100","13-02-2026","07:20 AM"
"7","3","33-Palikhera","UP14PT7948","Primary - Auto Tipper","W33R5","209","209","0","100","13-02-2026","07:33 AM"
"8","2","56-Mandi Randas","M262 UP85ET 7851","Primary - Auto Tipper","W56R5","87","87","0","100","13-02-2026","07:47 AM"
"9","2","56-Mandi Randas","MR032-70145651","Primary - Wheel Barrow","W56WBR3","28","28","0","100","13-02-2026","08:03 AM"
"10","3","06-Aduki","UP16RT3854","Primary - Euler Tipper","W6R1","985","983","2","99","13-02-2026","07:12 AM"
"11","1","23-Aheer Pada","M112   UP85AG0885_C","Primary - Auto Tipper","W23R2","365","364","1","99","13-02-2026","08:13 AM"
"12","2","24-Sarai Azamabad","M096   UP85AG0894","Primary - Auto Tipper","W24R3","699","696","3","99","13-02-2026","07:28 AM"
"13","3","01-Birjapur","M014 UP14PT7936","Primary - Auto Tipper","W1R2","1000","995","5","99","13-02-2026","07:39 AM"
"14","3","29-Koyla Alipur","UP16RT3827","Primary - Euler Tipper","W29R1","172","171","1","99","13-02-2026","07:40 AM"
"15","1","65-Holi Gali","M054 UP14PT7728","Primary - Auto Tipper","W65R3","326","324","2","99","13-02-2026","07:09 AM"
"16","4","21-Chaitanya Bihar","M277 UP85ET 7842","Primary - Auto Tipper","W21R1","474","471","3","99","13-02-2026","07:36 AM"
"17","1","23-Aheer Pada","M072   UP85AG0803","Primary - Auto Tipper","W23R1","435","431","4","99","13-02-2026","06:59 AM"
"18","2","47-Dwarkapuri","M236 UP85ET 7830","Primary - Auto Tipper","W47R1","733","725","8","98","13-02-2026","07:26 AM"
"19","1","61-Chaubia Para","MR022-70148549","Primary - Wheel Barrow","W61WR1","421","416","5","98","13-02-2026","08:17 AM"
"20","2","55-Govind Nagar","MUP85AG0798","Primary - Auto Tipper","W55R2","576","569","7","98","13-02-2026","06:49 AM"
